0;0;0;0;land;false;unknown;0
1;187;239;95;land;false;hills;1
2;212;237;81;land;false;plains;1
3;216;246;168;land;false;jungle;1
4;185;149;202;land;false;plains;1
5;196;115;252;land;true;plains;1
6;251;228;47;land;false;forest;1
7;234;224;199;land;false;mountain;1
8;210;198;243;land;false;mountain;1
9;89;242;171;land;false;mountain;1
10;199;193;245;land;false;forest;1
11;217;215;234;land;false;forest;1
12;246;77;244;land;false;plains;1
13;185;155;249;land;false;jungle;1
14;248;172;215;land;false;forest;1
15;143;232;212;land;true;plains;1
16;250;62;200;land;false;plains;1
17;204;224;85;land;false;plains;1
18;153;136;239;land;false;mountain;1
19;240;172;252;land;false;mountain;1
20;181;196;171;land;false;forest;1
21;243;100;210;land;false;plains;1
22;88;238;205;land;true;plains;1
23;166;155;180;land;true;plains;1
24;85;226;207;land;false;hills;1
25;201;208;231;land;true;plains;1
26;222;83;246;land;false;plains;1
27;223;125;220;land;false;hills;1
28;235;100;228;land;false;plains;1
29;132;209;231;land;false;plains;1
30;69;246;187;land;false;plains;1
31;235;167;132;land;false;desert;1
32;85;241;204;land;false;hills;1
33;240;215;130;land;false;forest;1
34;63;239;217;land;false;plains;1
35;194;245;210;land;false;plains;1
36;233;121;180;land;false;plains;1
37;226;232;250;land;false;forest;1
38;246;90;226;land;true;jungle;1
39;251;219;173;land;true;plains;1
40;246;184;213;land;false;plains;1
41;68;234;227;land;false;plains;1
42;234;122;218;land;false;plains;1
43;235;193;198;land;false;hills;1
44;96;245;171;land;false;forest;1
45;156;187;186;land;false;forest;1
46;173;248;96;land;false;hills;1
47;133;227;207;land;true;plains;1
48;138;144;247;land;false;plains;1
49;235;102;172;land;false;plains;1
50;204;178;226;land;false;plains;1
51;249;210;60;land;true;plains;1
52;222;174;109;land;false;mountain;1
53;247;197;234;land;false;mountain;1
54;173;228;132;land;false;jungle;1
55;122;228;213;land;false;jungle;1
56;192;195;137;land;false;plains;1
57;238;153;111;land;false;jungle;1
58;200;191;111;land;false;plains;1
59;217;107;188;land;true;plains;1
60;216;249;73;land;true;plains;1
61;235;169;175;land;false;plains;1
62;166;155;207;land;true;plains;1
63;174;147;180;land;false;mountain;1
64;196;160;215;land;false;plains;1
65;190;128;196;land;false;plains;1
66;217;241;93;land;false;forest;1
67;240;42;236;land;false;urban;1
68;233;234;90;land;false;plains;1
69;197;232;147;land;false;plains;1
70;238;211;91;land;false;plains;1
71;213;210;156;land;false;plains;1
72;73;248;227;land;false;forest;1
73;242;197;164;land;false;forest;1
74;122;165;234;land;false;jungle;1
75;184;236;227;land;false;plains;1
76;210;166;183;land;false;plains;1
77;240;235;142;land;true;urban;1
78;220;203;200;land;false;plains;1
79;177;157;243;land;false;plains;1
80;203;230;201;land;true;plains;1
81;129;240;133;land;false;plains;1
82;248;230;82;land;false;forest;1
83;118;194;241;land;false;plains;1
84;232;232;136;land;true;plains;1
85;229;204;124;land;false;plains;1
86;153;173;194;land;false;plains;1
87;155;148;242;land;false;forest;1
88;232;125;179;land;false;hills;1
89;218;209;152;land;false;hills;1
90;151;232;186;land;false;plains;1
91;162;250;159;land;false;plains;1
92;228;161;195;land;false;plains;1
93;231;120;248;land;false;hills;1
94;223;224;57;land;false;mountain;1
95;217;247;226;land;false;plains;1
96;140;183;219;land;false;plains;1
97;242;233;33;land;false;plains;1
98;246;84;243;land;false;forest;1
99;190;129;243;land;false;forest;1
100;124;222;253;land;true;plains;1
101;213;234;147;land;false;hills;1
102;243;133;125;land;false;mountain;1
103;243;177;128;land;false;plains;1
104;161;179;188;land;false;plains;1
105;204;191;119;land;false;forest;1
106;251;58;249;land;true;plains;1
107;99;208;231;land;false;mountain;1
108;193;175;185;land;false;forest;1
109;234;103;173;land;false;hills;1
110;221;235;76;land;false;desert;1
111;109;195;211;land;false;plains;1
112;252;236;233;land;false;plains;1
113;165;187;197;land;false;hills;1
114;208;147;155;land;false;desert;1
115;219;190;192;land;false;mountain;1
116;185;232;244;land;false;forest;1
117;168;155;232;land;true;marsh;1
118;149;253;113;land;false;forest;1
119;120;197;227;land;false;mountain;1
120;106;229;186;land;false;mountain;1
121;244;241;151;land;false;forest;1
122;238;237;244;land;true;plains;1
123;207;192;163;land;true;plains;1
124;250;227;190;land;false;forest;1
125;236;63;224;land;false;mountain;1
126;206;240;154;land;false;plains;1
127;154;251;164;land;false;mountain;1
128;248;249;112;land;false;forest;1
129;217;232;116;land;false;plains;1
130;199;226;124;land;false;plains;1
131;172;172;189;land;false;plains;1
132;221;130;222;land;false;forest;1
133;172;223;231;land;false;plains;1
134;149;180;236;land;true;plains;1
135;244;209;156;land;false;desert;1
136;207;173;213;land;false;forest;1
137;185;224;153;land;true;plains;1
138;176;182;191;land;false;hills;1
139;127;161;229;land;false;forest;1
140;219;124;223;land;false;plains;1
141;233;175;106;land;false;jungle;1
142;179;176;219;land;false;forest;1
143;197;179;199;land;false;hills;1
144;217;237;249;land;true;jungle;1
145;207;219;238;land;false;marsh;1
146;159;238;152;land;false;plains;1
147;222;249;234;land;false;plains;1
148;223;54;246;land;false;plains;1
149;206;215;160;land;false;hills;1
150;236;250;108;land;false;forest;1
151;194;174;161;land;true;plains;1
152;227;67;233;land;false;plains;1
153;248;194;190;land;false;plains;1
154;166;157;224;land;false;plains;1
155;154;219;140;land;false;plains;1
156;250;206;125;land;false;hills;1
157;247;238;174;land;true;plains;1
158;201;65;252;land;false;plains;1
159;251;179;181;land;false;plains;1
160;217;185;173;land;true;plains;1
161;112;214;233;land;false;marsh;1
162;216;236;81;land;false;mountain;1
163;158;154;196;land;false;jungle;1
164;173;214;174;land;false;forest;1
165;234;140;137;land;false;plains;1
166;197;112;196;land;false;plains;1
167;216;233;190;land;false;forest;1
168;199;123;224;land;false;mountain;1
169;246;184;224;land;false;mountain;1
170;208;129;247;land;false;plains;1
171;210;220;160;land;false;plains;1
172;184;244;89;land;false;mountain;1
173;216;163;216;land;false;hills;1
174;234;243;184;land;true;plains;1
175;123;222;169;land;true;plains;1
176;248;135;134;land;false;plains;1
177;91;189;221;land;false;plains;1
178;247;153;121;land;false;hills;1
179;235;101;182;land;false;plains;1
180;229;233;180;land;false;mountain;1
181;233;154;155;land;false;plains;1
182;152;207;230;land;true;plains;1
183;245;34;234;land;false;plains;1
184;244;162;117;land;false;plains;1
185;241;122;243;land;false;plains;1
186;195;220;143;land;false;forest;1
187;175;243;164;land;false;desert;1
188;210;222;153;land;true;jungle;1
189;183;196;213;land;false;hills;1
190;199;234;79;land;false;plains;1
191;225;245;158;land;false;hills;1
192;204;211;177;land;false;plains;1
193;164;191;176;land;false;jungle;1
194;197;149;239;land;false;hills;1
195;238;198;75;land;false;plains;1
196;207;62;249;land;false;hills;1
197;174;151;194;land;false;plains;1
198;208;137;174;land;false;plains;1
199;201;188;140;land;false;hills;1
200;220;245;229;land;false;plains;1
201;199;161;147;land;false;plains;1
202;44;238;239;land;false;mountain;1
203;234;199;234;land;true;plains;1
204;237;41;231;land;false;plains;1
205;214;133;250;land;false;mountain;1
206;208;144;156;land;false;hills;1
207;49;246;214;land;false;jungle;1
208;136;156;224;land;false;mountain;1
209;168;182;168;land;false;hills;1
210;145;160;243;land;false;desert;1
211;254;243;248;land;false;hills;1
212;226;157;185;land;false;hills;1
213;72;187;251;land;false;forest;1
214;236;141;239;land;false;plains;1
215;197;191;220;land;false;mountain;1
216;115;225;226;land;false;jungle;1
217;227;180;101;land;false;hills;1
218;240;191;201;land;false;hills;1
219;250;244;245;land;false;hills;1
220;167;230;214;land;false;plains;1
221;178;229;111;land;false;plains;1
222;145;182;211;land;false;desert;1
223;158;249;181;land;false;plains;1
224;183;219;161;land;false;plains;1
225;156;208;194;land;false;forest;1
226;254;252;249;land;false;forest;1
227;55;240;236;land;false;forest;1
228;201;122;237;land;false;hills;1
229;221;174;196;land;false;desert;1
230;185;158;193;land;false;forest;1
231;230;95;233;land;false;plains;1
232;34;251;254;land;true;jungle;1
233;231;180;183;land;true;plains;1
234;179;192;139;land;false;plains;1
235;226;221;200;land;false;forest;1
236;244;190;220;land;false;plains;1
237;157;246;129;land;true;plains;1
238;195;164;219;land;false;mountain;1
239;230;116;193;land;false;mountain;1
240;154;139;230;land;false;forest;1
241;220;218;131;land;false;hills;1
242;171;203;170;land;false;plains;1
243;253;246;197;land;false;hills;1
244;222;110;182;land;false;hills;1
245;215;180;117;land;false;plains;1
246;243;53;238;land;false;plains;1
247;251;236;118;land;false;plains;1
248;74;245;182;land;false;hills;1
249;104;212;212;land;false;forest;1
250;173;191;246;land;false;plains;1
251;230;210;97;land;false;marsh;1
252;227;203;111;land;true;plains;1
253;252;101;187;land;false;plains;1
254;219;160;183;land;false;desert;1
255;144;206;204;land;false;forest;1
256;244;163;247;land;false;forest;1
257;132;152;248;land;false;hills;1
258;219;55;244;land;false;mountain;1
259;185;121;229;land;false;plains;1
260;35;243;236;land;false;plains;1
261;134;187;209;land;false;hills;1
262;139;186;220;land;false;plains;1
263;61;214;228;land;false;hills;1
264;242;158;215;land;false;forest;1
265;144;169;202;land;false;forest;1
266;139;221;221;land;false;plains;1
267;168;204;202;land;false;plains;1
268;103;252;253;land;false;hills;1
269;125;155;242;land;false;plains;1
270;134;249;172;land;false;hills;1
271;244;73;213;land;false;plains;1
272;138;201;236;land;false;marsh;1
273;221;224;118;land;false;jungle;1
274;200;226;113;land;false;plains;1
275;146;249;224;land;false;forest;1
276;167;178;196;land;false;plains;1
277;219;80;250;land;false;plains;1
278;253;43;212;land;false;plains;1
279;241;153;184;land;false;jungle;1
280;211;119;248;land;false;marsh;1
281;118;251;221;land;false;plains;1
282;203;200;122;land;false;desert;1
283;173;177;253;land;false;plains;1
284;217;150;214;land;false;hills;1
285;200;138;226;land;false;forest;1
286;214;216;137;land;false;forest;1
287;214;191;238;land;false;forest;1
288;223;235;238;land;false;mountain;1
289;187;71;244;land;true;plains;1
290;223;135;228;land;true;plains;1
291;201;215;93;land;false;mountain;1
292;227;160;121;land;true;jungle;1
293;147;185;205;land;false;plains;1
294;254;219;114;land;false;jungle;1
295;205;165;252;land;false;jungle;1
296;234;205;196;land;false;mountain;1
297;187;228;129;land;false;hills;1
298;231;168;113;land;false;hills;1
299;205;147;249;land;false;forest;1
300;127;236;154;land;false;forest;1
301;145;229;231;land;false;jungle;1
302;177;161;206;land;false;forest;1
303;189;232;154;land;true;plains;1
304;170;140;250;land;false;plains;1
305;108;210;224;land;false;hills;1
306;94;246;245;land;false;plains;1
307;112;248;147;land;false;forest;1
308;142;141;249;land;false;plains;1
309;198;245;92;land;false;desert;1
310;196;247;173;land;false;hills;1
311;70;218;225;land;true;plains;1
312;37;243;236;land;false;desert;1
313;232;207;99;land;false;plains;1
314;172;214;199;land;false;plains;1
315;233;129;153;land;true;plains;1
316;111;252;234;land;false;hills;1
317;239;180;133;land;false;forest;1
318;114;243;248;land;true;plains;1
319;235;55;214;land;false;plains;1
320;254;210;149;land;false;plains;1
321;135;236;254;land;true;plains;1
322;126;242;136;land;false;forest;1
323;156;150;244;land;false;hills;1
324;246;228;220;land;false;desert;1
325;219;67;225;land;false;plains;1
326;233;170;160;land;false;plains;1
327;147;167;254;land;false;hills;1
328;162;249;152;land;false;plains;1
329;253;222;115;land;false;marsh;1
330;236;236;150;land;false;plains;1
331;211;210;133;land;false;forest;1
332;210;239;247;land;false;plains;1
333;173;188;167;land;false;plains;1
334;110;229;244;land;false;plains;1
335;226;62;242;land;false;plains;1
336;201;175;251;land;false;mountain;1
337;202;107;245;land;false;plains;1
338;219;111;173;land;false;plains;1
339;207;231;65;land;true;jungle;1
340;130;207;171;land;false;desert;1
341;130;253;252;land;false;plains;1
342;209;247;106;land;false;hills;1
343;96;211;247;land;false;forest;1
344;152;249;102;land;false;hills;1
345;97;246;180;land;false;hills;1
346;224;231;122;land;true;plains;1
347;94;241;240;land;false;forest;1
348;152;176;207;land;false;mountain;1
349;214;106;195;land;false;plains;1
350;190;107;248;land;false;forest;1
351;223;97;236;land;false;jungle;1
352;209;171;208;land;true;plains;1
353;113;243;176;land;false;forest;1
354;227;248;205;land;false;forest;1
355;205;180;122;land;false;hills;1
356;202;170;253;land;false;plains;1
357;112;147;243;land;true;plains;1
358;182;162;174;land;false;plains;1
359;110;227;244;land;false;hills;1
360;110;233;194;land;false;marsh;1
361;161;218;243;land;false;mountain;1
362;243;212;200;land;false;plains;1
363;235;172;123;land;false;plains;1
364;244;252;166;land;true;plains;1
365;187;157;216;land;false;forest;1
366;233;151;211;land;false;plains;1
367;159;178;224;land;false;forest;1
368;198;173;164;land;false;plains;1
369;227;72;205;land;false;plains;1
370;234;175;147;land;false;forest;1
371;218;114;240;land;false;mountain;1
372;179;167;250;land;false;plains;1
373;200;216;126;land;false;plains;1
374;174;215;154;land;false;plains;1
375;211;188;202;land;false;mountain;1
376;151;239;128;land;false;forest;1
377;140;176;227;land;false;mountain;1
378;242;215;241;land;false;plains;1
379;187;182;227;land;false;mountain;1
380;71;222;219;land;false;plains;1
381;164;236;236;land;false;plains;1
382;168;247;221;land;false;desert;1
383;178;171;222;land;true;plains;1
384;207;171;175;land;true;plains;1
385;243;193;136;land;false;urban;1
386;181;115;229;land;false;plains;1
387;190;248;202;land;false;plains;1
388;164;177;175;land;false;desert;1
389;248;223;63;land;false;forest;1
390;250;237;193;land;false;plains;1
391;176;225;144;land;false;plains;1
392;212;242;150;land;true;plains;1
393;215;235;133;land;false;mountain;1
394;77;234;209;land;true;jungle;1
395;223;163;191;land;false;forest;1
396;237;47;233;land;false;mountain;1
397;247;195;237;land;true;plains;1
398;213;179;138;land;false;hills;1
399;108;218;179;land;false;mountain;1
400;237;187;152;land;false;plains;1
401;149;229;172;land;false;mountain;1
402;229;250;158;land;false;hills;1
403;162;195;204;land;false;plains;1
404;249;208;175;land;false;mountain;1
405;232;223;244;land;false;jungle;1
406;191;201;251;land;false;plains;1
407;126;137;252;land;false;jungle;1
408;185;159;237;land;false;plains;1
409;252;194;65;land;false;plains;1
410;183;191;140;land;false;mountain;1
411;211;78;246;land;false;forest;1
412;169;205;247;land;false;plains;1
413;253;144;163;land;false;hills;1
414;241;245;21;land;false;hills;1
415;143;205;158;land;false;hills;1
416;165;215;238;land;false;plains;1
417;184;204;175;land;true;plains;1
418;195;161;150;land;false;marsh;1
419;159;239;190;land;false;desert;1
420;240;102;240;land;false;plains;1
421;224;131;158;land;true;plains;1
422;162;248;97;land;false;plains;1
423;241;102;203;land;false;desert;1
424;223;84;222;land;false;desert;1
425;135;201;184;land;false;plains;1
426;71;249;202;land;false;mountain;1
427;210;218;209;land;false;mountain;1
428;226;153;180;land;false;desert;1
429;75;215;231;land;true;plains;1
430;84;217;243;land;false;mountain;1
431;237;208;150;land;false;hills;1
432;253;109;150;land;true;plains;1
433;191;72;249;land;false;mountain;1
434;229;48;226;land;false;plains;1
435;246;175;159;land;false;plains;1
436;134;222;202;land;false;plains;1
437;93;246;198;land;false;desert;1
438;244;138;178;land;false;hills;1
439;143;210;229;land;true;urban;1
440;249;186;127;land;true;plains;1
441;209;233;224;land;false;plains;1
442;233;250;84;land;false;mountain;1
443;156;254;162;land;false;hills;1
444;224;165;213;land;false;forest;1
445;235;102;215;land;true;plains;1
446;208;241;118;land;false;marsh;1
447;220;189;159;land;false;plains;1
448;155;193;239;land;false;plains;1
449;251;151;226;land;true;plains;1
450;126;204;213;land;false;plains;1
451;240;254;211;land;false;hills;1
452;139;254;244;land;false;plains;1
453;172;215;150;land;false;plains;1
454;214;117;186;land;false;desert;1
455;225;167;124;land;false;desert;1
456;233;128;177;land;false;mountain;1
457;195;127;247;land;false;plains;1
458;222;241;137;land;false;plains;1
459;154;166;201;land;true;plains;1
460;251;125;247;land;false;forest;1
461;84;196;238;land;true;marsh;1
462;195;219;174;land;false;plains;1
463;226;161;142;land;false;hills;1
464;142;254;211;land;false;forest;1
465;203;99;225;land;true;hills;1
466;244;252;21;land;false;plains;1
467;241;199;126;land;true;plains;1
468;231;150;195;land;false;hills;1
469;254;241;28;land;false;plains;1
470;108;197;247;land;false;plains;1
471;222;186;210;land;false;plains;1
472;240;253;171;land;false;plains;1
473;87;214;200;land;false;desert;1
474;196;151;171;land;false;desert;1
475;242;158;202;land;false;plains;1
476;230;194;112;land;false;mountain;1
477;113;241;156;land;false;hills;1
478;179;85;240;land;false;plains;1
479;199;179;152;land;false;hills;1
480;176;198;171;land;false;plains;1
481;232;201;85;land;false;desert;1
482;128;153;237;land;false;marsh;1
483;232;110;238;land;false;plains;1
484;183;177;241;land;false;forest;1
485;219;225;210;land;true;plains;1
486;207;193;115;land;false;hills;1
487;230;238;130;land;false;plains;1
488;204;174;157;land;false;hills;1
489;235;252;162;land;false;marsh;1
490;234;130;232;land;false;hills;1
491;129;222;180;land;true;plains;1
492;189;206;165;land;false;hills;1
493;161;220;167;land;false;plains;1
494;251;136;155;land;true;forest;1
495;168;205;240;land;false;hills;1
496;124;244;193;land;true;plains;1
497;222;174;192;land;false;plains;1
498;213;109;193;land;false;mountain;1
499;142;243;179;land;false;urban;1
500;204;133;176;land;false;forest;1
501;175;235;214;land;false;plains;1
502;114;170;227;land;false;plains;1
503;249;109;146;land;true;marsh;1
504;158;171;196;land;true;plains;1
505;96;233;249;land;true;forest;1
506;249;53;247;land;false;jungle;1
507;152;251;209;land;true;plains;1
508;165;204;221;land;false;forest;1
509;100;242;180;land;false;plains;1
510;142;146;233;land;false;plains;1
511;188;180;237;land;true;plains;1
512;175;233;176;land;true;plains;1
513;213;238;67;land;true;plains;1
514;152;208;206;land;false;plains;1
515;66;219;216;land;false;plains;1
516;148;125;228;land;false;hills;1
517;224;227;146;land;false;plains;1
518;151;252;114;land;false;hills;1
519;236;247;241;land;false;mountain;1
520;52;239;251;land;false;jungle;1
521;242;104;240;land;false;forest;1
522;188;193;228;land;false;plains;1
523;141;194;233;land;true;urban;1
524;199;92;228;land;false;plains;1
525;175;191;166;land;false;plains;1
526;161;193;241;land;false;hills;1
527;166;207;155;land;false;forest;1
528;200;95;239;land;false;forest;1
529;207;150;196;land;false;plains;1
530;155;217;158;land;false;hills;1
531;190;138;217;land;false;mountain;1
532;234;245;102;land;false;urban;1
533;65;195;242;land;false;forest;1
534;202;121;224;land;false;hills;1
535;248;227;155;land;false;hills;1
536;227;201;81;land;false;mountain;1
537;182;187;191;land;false;hills;1
538;175;148;201;land;false;plains;1
539;108;178;236;land;true;plains;1
540;243;168;238;land;false;forest;1
541;244;187;169;land;false;hills;1
542;165;183;234;land;false;hills;1
