1;arms_factory;3363.00;10.00;1352.00;0.34;0
1;arms_factory;3331.00;10.00;1358.00;3.00;0
1;arms_factory;3362.00;10.00;1350.00;5.67;0
1;arms_factory;3356.00;10.00;1338.00;2.05;0
1;arms_factory;3348.00;10.00;1344.00;5.06;0
1;arms_factory;3359.00;10.00;1337.00;6.28;0
1;industrial_complex;3345.00;10.00;1379.00;4.12;0
1;industrial_complex;3334.00;10.00;1342.00;0.50;0
1;industrial_complex;3341.00;10.00;1378.00;2.05;0
1;industrial_complex;3346.00;10.00;1367.00;6.18;0
1;industrial_complex;3374.00;10.00;1341.00;2.56;0
1;industrial_complex;3329.00;10.00;1333.00;4.12;0
1;air_base;3362.00;10.00;1351.00;0.50;0
1;naval_base;3383.00;9.50;1343.00;0.79;13819
1;naval_base;3356.00;10.10;1327.00;0.20;13819
1;naval_base;3336.00;9.55;1326.00;-0.54;13819
1;naval_base;3321.00;9.88;1336.00;-1.00;13819
1;bunker;3350.00;10.00;1337.00;1.61;0
1;bunker;3371.00;10.00;1362.00;4.28;0
1;bunker;3329.00;10.00;1353.00;1.01;0
1;bunker;3350.00;10.00;1379.00;5.13;0
1;bunker;3326.00;10.00;1341.00;0.06;0
1;bunker;3352.00;10.00;1326.00;4.18;0
1;bunker;3342.00;10.00;1360.00;5.74;0
1;bunker;3367.00;10.00;1375.00;2.12;0
1;bunker;3330.00;10.00;1370.00;4.79;0
1;bunker;3382.00;10.00;1350.00;1.52;0
1;coastal_bunker;3344.00;9.55;1323.00;-0.54;0
1;coastal_bunker;3379.00;10.10;1342.00;0.79;0
1;coastal_bunker;3366.00;9.50;1330.00;0.20;0
1;coastal_bunker;3321.00;9.88;1336.00;-1.00;0
1;dockyard;3329.00;9.50;1328.00;-0.54;0
1;anti_air_building;3352.00;10.00;1376.00;5.30;0
1;anti_air_building;3354.00;10.00;1356.00;1.68;0
1;anti_air_building;3370.00;10.00;1339.00;3.24;0
1;radar_station;3356.00;10.00;1359.00;0.72;0
2;arms_factory;1391.00;18.10;2000.00;5.67;0
2;arms_factory;1251.00;12.85;2028.00;2.05;0
2;arms_factory;1337.00;15.90;1972.00;5.06;0
2;arms_factory;1402.00;18.70;1990.00;6.28;0
2;arms_factory;1272.00;13.80;2020.00;4.12;0
2;arms_factory;1355.00;15.10;1964.00;0.50;0
2;industrial_complex;1242.00;11.90;1834.00;2.05;0
2;industrial_complex;1321.00;12.10;1841.00;6.18;0
2;industrial_complex;1324.00;14.85;1958.00;2.56;0
2;industrial_complex;1259.00;12.30;1822.00;4.12;0
2;industrial_complex;1324.00;13.10;1826.00;0.50;0
2;industrial_complex;1358.00;13.70;1949.00;4.62;0
2;air_base;1350.00;16.45;2034.00;5.83;0
2;naval_base;1168.00;9.70;1893.00;-4.51;14122
2;naval_base;1168.00;10.00;1847.00;-1.98;14421
2;naval_base;1115.00;10.25;2022.00;-4.17;13723
2;naval_base;1115.00;9.55;1987.00;-2.00;14798
2;naval_base;1129.00;9.50;2027.00;-1.11;13723
2;naval_base;1085.00;9.70;1997.00;-4.33;14253
2;naval_base;1115.00;10.30;1951.00;-1.57;13047
2;naval_base;1190.00;10.20;1855.00;-2.03;14305
2;naval_base;1164.00;9.98;1831.00;-3.55;14581
2;naval_base;1124.00;9.50;1936.00;-0.71;13047
2;naval_base;1129.00;9.50;2013.00;-1.93;13723
2;naval_base;1115.00;9.88;1926.00;-2.82;13047
2;naval_base;1130.00;9.78;2045.00;0.98;14786
2;naval_base;1137.00;9.50;1899.00;-0.67;14830
2;naval_base;1125.00;9.50;1971.00;-1.49;11591
2;naval_base;1099.00;9.82;1963.00;-3.61;14346
2;naval_base;1182.00;9.55;1893.00;-0.63;14122
2;naval_base;1187.00;9.55;1884.00;-1.23;14122
2;naval_base;1102.00;9.78;1908.00;0.24;14169
2;naval_base;1066.00;9.50;1997.00;-2.36;14157
2;naval_base;1055.00;9.50;1969.00;0.12;14804
2;naval_base;1124.00;9.55;1909.00;-1.85;14169
2;naval_base;1150.00;9.82;1914.00;-0.95;14065
2;naval_base;1086.00;9.95;1971.00;1.25;14346
2;naval_base;1192.00;9.50;1874.00;-2.19;14755
2;naval_base;1108.00;9.70;1954.00;-1.57;13047
2;bunker;1446.00;18.60;2015.00;3.75;0
2;bunker;1259.00;11.90;1846.00;0.13;0
2;bunker;1304.00;12.25;1851.00;2.80;0
2;bunker;1353.00;12.82;1931.00;0.63;0
2;bunker;1248.00;12.65;1961.00;2.19;0
2;bunker;1390.00;12.50;1909.00;4.86;0
2;bunker;1206.00;13.70;1962.00;1.24;0
2;bunker;1371.00;13.30;1935.00;5.37;0
2;bunker;1412.00;18.35;2028.00;5.47;0
2;bunker;1385.00;17.90;2018.00;3.30;0
2;bunker;1288.00;12.60;1926.00;5.97;0
2;bunker;1457.00;17.70;2023.00;3.81;0
2;bunker;1239.00;11.90;1834.00;3.91;0
2;bunker;1126.00;10.38;1955.00;1.75;0
2;bunker;1115.00;9.80;1923.00;5.87;0
2;bunker;1127.00;9.70;1906.00;5.98;0
2;bunker;1235.00;11.70;1914.00;3.81;0
2;bunker;1217.00;11.70;1852.00;0.20;0
2;bunker;1317.00;17.60;2007.00;2.87;0
2;bunker;1266.00;15.90;1986.00;4.42;0
2;bunker;1385.00;17.30;2043.00;2.26;0
2;bunker;1193.00;11.70;1992.00;3.47;0
2;bunker;1323.00;16.10;2044.00;1.31;0
2;bunker;1285.00;14.00;2023.00;2.87;0
2;bunker;1478.00;18.60;1973.00;5.54;0
2;bunker;1345.00;12.30;1870.00;3.37;0
2;bunker;1147.00;10.90;1978.00;6.04;0
2;bunker;1204.00;11.50;1915.00;1.31;0
2;bunker;1182.00;12.25;1978.00;3.98;0
2;bunker;1263.00;11.90;1888.00;1.82;0
2;bunker;1220.00;13.05;1950.00;4.49;0
2;bunker;1272.00;12.15;1876.00;6.04;0
2;bunker;1161.00;10.80;1922.00;2.43;0
2;bunker;1215.00;12.80;1773.00;0.26;0
2;bunker;1344.00;16.80;1981.00;0.37;0
2;bunker;1269.00;13.05;1777.00;4.49;0
2;bunker;1268.00;11.20;1753.00;2.33;0
2;bunker;1376.00;12.10;1837.00;3.54;0
2;bunker;1390.00;12.10;1849.00;0.27;0
2;bunker;1178.00;11.20;2032.00;2.93;0
2;bunker;1137.00;10.10;2010.00;5.60;0
2;bunker;1201.00;11.40;1787.00;1.99;0
2;bunker;1299.00;12.30;1860.00;5.00;0
2;bunker;1325.00;12.20;1858.00;6.21;0
2;bunker;1210.00;11.45;1894.00;4.05;0
2;bunker;1340.00;13.65;1834.00;0.43;0
2;bunker;1400.00;17.00;1969.00;3.45;0
2;bunker;1271.00;15.70;2007.00;6.11;0
2;bunker;1247.00;11.40;1752.00;2.49;0
2;bunker;1286.00;12.28;1758.00;5.51;0
2;bunker;1354.00;17.20;2020.00;0.43;0
2;bunker;1250.00;11.90;1847.00;4.56;0
2;bunker;1268.00;12.00;1918.00;0.94;0
2;bunker;1195.00;10.90;1907.00;2.50;0
2;bunker;1269.00;13.45;1809.00;5.16;0
2;bunker;1191.00;11.20;2042.00;3.00;0
2;bunker;1374.00;17.80;1979.00;4.21;0
2;bunker;1137.00;10.45;1988.00;0.94;0
2;bunker;1237.00;11.70;1735.00;5.07;0
2;bunker;1255.00;11.80;1905.00;6.28;0
2;bunker;1380.00;15.85;1959.00;4.12;0
2;bunker;1244.00;11.80;1873.00;5.67;0
2;bunker;1172.00;11.10;1924.00;3.51;0
2;bunker;1276.00;13.95;1952.00;4.72;0
2;bunker;1324.00;13.50;1815.00;1.46;0
2;bunker;1224.00;11.50;1792.00;4.12;0
2;bunker;1180.00;11.18;1785.00;0.50;0
2;bunker;1380.00;12.40;1879.00;3.17;0
2;bunker;1249.00;13.00;2024.00;6.18;0
2;bunker;1300.00;12.25;1896.00;2.57;0
2;bunker;1319.00;15.30;1964.00;5.23;0
2;bunker;1197.00;10.25;1861.00;3.07;0
2;bunker;1309.00;13.00;1938.00;3.17;0
2;bunker;1264.00;12.10;1847.00;1.01;0
2;bunker;1299.00;15.40;1813.00;3.68;0
2;bunker;1297.00;12.10;1908.00;0.06;0
2;bunker;1269.00;14.75;2043.00;1.62;0
2;bunker;1171.00;11.20;1815.00;5.74;0
2;bunker;1239.00;11.75;1893.00;0.67;0
2;bunker;1189.00;11.50;1827.00;3.68;0
2;bunker;1252.00;12.40;1810.00;1.52;0
2;bunker;1238.00;11.55;1751.00;4.19;0
2;bunker;1238.00;11.85;1794.00;0.57;0
2;bunker;1207.00;11.50;1817.00;2.13;0
2;bunker;1234.00;11.70;2032.00;6.25;0
2;bunker;1289.00;15.40;1803.00;1.17;0
2;bunker;1220.00;11.70;1857.00;5.30;0
2;bunker;1217.00;13.10;1764.00;0.58;0
2;bunker;1354.00;12.35;1888.00;3.24;0
2;bunker;1353.00;12.25;1876.00;5.91;0
2;bunker;1139.00;10.07;1902.00;3.74;0
2;bunker;1171.00;11.10;1802.00;5.30;0
2;bunker;1203.00;11.00;1879.00;1.68;0
2;bunker;1352.00;12.20;1850.00;5.81;0
2;bunker;1157.00;10.25;2042.00;0.74;0
2;bunker;1273.00;12.55;1824.00;3.75;0
2;bunker;1074.00;9.70;1992.00;0.13;0
2;bunker;1316.00;12.35;1828.00;4.25;0
2;bunker;1090.00;9.70;1991.00;4.35;0
2;bunker;1321.00;14.80;1794.00;2.20;0
2;bunker;1080.00;9.70;1973.00;4.86;0
2;bunker;1100.00;10.15;1958.00;1.24;0
2;bunker;1218.00;11.55;1818.00;4.26;0
2;bunker;1116.00;10.20;2016.00;0.64;0
2;bunker;1176.00;10.25;1848.00;3.31;0
2;bunker;1161.00;11.20;1962.00;5.98;0
2;bunker;1376.00;18.00;1996.00;2.71;0
2;bunker;1331.00;12.30;1904.00;3.91;0
2;bunker;1062.00;9.75;1981.00;1.75;0
2;bunker;1294.00;12.00;1837.00;4.42;0
2;bunker;1103.00;9.70;1950.00;5.98;0
2;bunker;1103.00;10.00;1912.00;2.36;0
2;bunker;1154.00;10.30;1827.00;0.20;0
2;bunker;1228.00;11.80;1816.00;3.22;0
2;bunker;1200.00;10.50;1876.00;4.42;0
2;bunker;1192.00;11.80;1770.00;2.26;0
2;bunker;1185.00;11.20;1804.00;4.93;0
2;bunker;1166.00;9.70;1893.00;0.21;0
2;bunker;1121.00;10.05;2045.00;2.87;0
2;bunker;1114.00;10.30;1950.00;0.71;0
2;coastal_bunker;1123.00;9.88;1914.00;-1.85;0
2;coastal_bunker;1110.00;9.95;1953.00;-1.57;0
2;coastal_bunker;1122.00;9.55;1949.00;-0.71;0
2;coastal_bunker;1093.00;10.10;1957.00;-0.98;0
2;coastal_bunker;1097.00;9.88;1984.00;0.79;0
2;coastal_bunker;1121.00;10.10;2022.00;-4.17;0
2;coastal_bunker;1118.00;9.50;2043.00;-1.57;0
2;coastal_bunker;1173.00;9.50;1901.00;-0.63;0
2;coastal_bunker;1105.00;10.00;1916.00;-2.25;0
2;coastal_bunker;1193.00;10.20;1856.00;-2.03;0
2;coastal_bunker;1114.00;9.50;1927.00;-2.82;0
2;coastal_bunker;1065.00;9.88;1994.00;-2.36;0
2;coastal_bunker;1158.00;9.55;1894.00;-1.57;0
2;coastal_bunker;1129.00;9.50;2015.00;-1.93;0
